VolcanoNumber,VolcanoName,VolcanoType,LastEruptionYear,Country,GeologicalSummary,Region,Subregion,Latitude,Longitude,Elevation,TectonicSetting,GeologicEpoch,EvidenceCategory,MajorRockType,LastUpdateDate,Remarks
353030,Darwin,Shield,1813,Ecuador,"Volcán Darwin, named after the renowned naturalist, contains a symmetrical 5-km-wide, 200-m-deep summit caldera whose floor is nearly covered by youthful lava flows. A broad terrace occupies the SW part of the caldera. Fresh-looking, unvegetated lava flows descend all flanks and reach both the eastern and western coasts. The most recent summit activity produced several small lava flows from vents on the east caldera floor and NE and SE caldera rims. Radial fissures descend the flanks, and one reaches beyond its base to the the SW coast and cuts Tagus tuff cone. The sheltered anchorage of Tagus Cove breaches the southern side of the cone and was visited by Darwin and other noted visitors. This prominent tuff cone and its neighbor Beagle (also breached to the south) are located on the SW-flank coastline and were a prominent part of Darwin's geological studies in the Galápagos Islands.",South America,Galapagos Islands,-0.18,-91.28,1330,Rift zone / Oceanic crust (< 15 km),Holocene,Eruption Dated,Basalt / Picro-Basalt,4/1/21 8:00,"Volcán Darwin, named after the renowned naturalist, contains a symmetrical 5-km-wide, 200-m-deep summit caldera whose floor is nearly covered by youthful lava flows. A broad terrace occupies the SW part of the caldera. Fresh-looking, unvegetated lava flows descend all flanks and reach both the eastern and western coasts. The most recent summit activity produced several small lava flows from vents on the east caldera floor and NE and SE caldera rims. Radial fissures descend the flanks, and one reaches beyond its base to the the SW coast and cuts Tagus tuff cone. The sheltered anchorage of Tagus Cove breaches the southern side of the cone and was visited by Darwin and other noted visitors. This prominent tuff cone and its neighbor Beagle (also breached to the south) are located on the SW-flank coastline and were a prominent part of Darwin's geological studies in the Galápagos Islands."
353040,Alcedo,Shield,1993,Ecuador,"Alcedo is one of the lowest and smallest of six shield volcanoes on Isabela Island. Much of the flanks and summit caldera are vegetated, but young lava flows are prominent on the N flank near the saddle with Darwin volcano. It is the only Galapagos volcano known to have erupted rhyolite as well as basalt, producing about 1 km3 of late-Pleistocene rhyolitic tephra and lava flows from several vents late in its history. Recent faulting has produced a moat around part of the 7-8 km caldera floor, which is elongated N-S and appears to be migrating to the south. Fewer circumferential fissures occur on Alcedo than on other western Galápagos volcanoes. An eruption attributed to Alcedo in 1954 (Richards, 1957) is more likely to have been from neighboring Sierra Negra (Simkin 1980, pers. comm.). Photo-geologic mapping by K.A. Howard (pers. comm.) revealed only one flow on 30 October 1960 photographs that does not appear on 30 May 1946 photos. That is near Cartago Bay, low on the SE flank, rather than the 610-m, NE-flank elevation listed for the 1954 eruption. An active hydrothermal system is located within the caldera.",South America,Galapagos Islands,-0.43,-91.12,1130,Rift zone / Oceanic crust (< 15 km),Holocene,Eruption Observed,Basalt / Picro-Basalt,4/1/21 8:00,"Alcedo is one of the lowest and smallest of six shield volcanoes on Isabela Island. Much of the flanks and summit caldera are vegetated, but young lava flows are prominent on the N flank near the saddle with Darwin volcano. It is the only Galapagos volcano known to have erupted rhyolite as well as basalt, producing about 1 km3 of late-Pleistocene rhyolitic tephra and lava flows from several vents late in its history. Recent faulting has produced a moat around part of the 7-8 km caldera floor, which is elongated N-S and appears to be migrating to the south. Fewer circumferential fissures occur on Alcedo than on other western Galápagos volcanoes. An eruption attributed to Alcedo in 1954 (Richards, 1957) is more likely to have been from neighboring Sierra Negra (Simkin 1980, pers. comm.). Photo-geologic mapping by K.A. Howard (pers. comm.) revealed only one flow on 30 October 1960 photographs that does not appear on 30 May 1946 photos. That is near Cartago Bay, low on the SE flank, rather than the 610-m, NE-flank elevation listed for the 1954 eruption. An active hydrothermal system is located within the caldera."
353050,"Negra, Sierra",Shield,2018,Ecuador,"The broad shield volcano of Sierra Negra at the southern end of Isabela Island contains a shallow 7 x 10.5 km caldera that is the largest in the Galápagos Islands. Flank vents abound, including cinder cones and spatter cones concentrated along an ENE-trending rift system and tuff cones along the coast and forming offshore islands. The 1124-m-high volcano is elongated in a NE direction. Although it is the largest of the five major Isabela volcanoes, it has the flattest slopes, averaging less than 5 degrees and diminishing to 2 degrees near the coast. A sinuous 14-km-long, N-S-trending ridge occupies the west part of the caldera floor, which lies only about 100 m below its rim. Volcán de Azufre, the largest fumarolic area in the Galápagos Islands, lies within a graben between this ridge and the west caldera wall. Lava flows from a major eruption in 1979 extend all the way to the north coast from circumferential fissure vents on the upper northern flank. Sierra Negra, along with Cerro Azul and Volcán Wolf, is one of the most active of Isabela Island volcanoes.",South America,Galapagos Islands,-0.83,-91.17,1124,Rift zone / Oceanic crust (< 15 km),Holocene,Eruption Observed,Basalt / Picro-Basalt,4/1/21 8:00,"The broad shield volcano of Sierra Negra at the southern end of Isabela Island contains a shallow 7 x 10.5 km caldera that is the largest in the Galápagos Islands. Flank vents abound, including cinder cones and spatter cones concentrated along an ENE-trending rift system and tuff cones along the coast and forming offshore islands. The 1124-m-high volcano is elongated in a NE direction. Although it is the largest of the five major Isabela volcanoes, it has the flattest slopes, averaging less than 5 degrees and diminishing to 2 degrees near the coast. A sinuous 14-km-long, N-S-trending ridge occupies the west part of the caldera floor, which lies only about 100 m below its rim. Volcán de Azufre, the largest fumarolic area in the Galápagos Islands, lies within a graben between this ridge and the west caldera wall. Lava flows from a major eruption in 1979 extend all the way to the north coast from circumferential fissure vents on the upper northern flank. Sierra Negra, along with Cerro Azul and Volcán Wolf, is one of the most active of Isabela Island volcanoes."
353060,"Azul, Cerro",Shield,2008,Ecuador,"Located at the SW tip of the J-shaped Isabela Island, Cerro Azul contains a steep-walled 4 x 5 km nested summit caldera complex that is one of the smallest diameter, but at 650 m one of the deepest in the Galápagos Islands. The shield volcano is the second highest of the archipelago. A conspicuous bench occupies the SW and west sides of the caldera, which formed during several episodes of collapse. Youthful lava flows cover much of the caldera floor, which has also contained ephemeral lakes. A prominent tuff cone located at the ENE side of the caldera is evidence of episodic hydrovolcanism. Numerous spatter cones dot the western flanks. Fresh-looking lava flows, many erupted from circumferential fissures, descend the NE and NW flanks. Historical eruptions date back only to 1932, but Cerro Azul has been one of the most active Galápagos volcanoes since that time. Solfataric activity continues within the caldera.",South America,Galapagos Islands,-0.92,-91.408,1640,Rift zone / Oceanic crust (< 15 km),Holocene,Eruption Observed,Basalt / Picro-Basalt,4/1/21 8:00,"Located at the SW tip of the J-shaped Isabela Island, Cerro Azul contains a steep-walled 4 x 5 km nested summit caldera complex that is one of the smallest diameter, but at 650 m one of the deepest in the Galápagos Islands. The shield volcano is the second highest of the archipelago. A conspicuous bench occupies the SW and west sides of the caldera, which formed during several episodes of collapse. Youthful lava flows cover much of the caldera floor, which has also contained ephemeral lakes. A prominent tuff cone located at the ENE side of the caldera is evidence of episodic hydrovolcanism. Numerous spatter cones dot the western flanks. Fresh-looking lava flows, many erupted from circumferential fissures, descend the NE and NW flanks. Historical eruptions date back only to 1932, but Cerro Azul has been one of the most active Galápagos volcanoes since that time. Solfataric activity continues within the caldera."
353070,Pinta,Shield,1928,Ecuador,"The elongated island of Pinta is the northernmost of the active Galápagos volcanoes.  It is a shield volcano with numerous young cones and lava flows originating from NNW-trending fissures.  A steep sea cliff truncates the W flank. The fresh, unvegetated lava flows that cover the SE and N flanks appear to have been erupted during the past few thousand or few hundred years (McBirney and Williams, 1969).  An eruption of uncertain nature was reported in 1928 (Catalog of Active Volcanoes of the World). ",South America,Galapagos Islands,0.58,-90.75,780,Rift zone / Oceanic crust (< 15 km),Holocene,Eruption Observed,Basalt / Picro-Basalt,4/1/21 8:00,"The elongated island of Pinta is the northernmost of the active Galápagos volcanoes.  It is a shield volcano with numerous young cones and lava flows originating from NNW-trending fissures.  A steep sea cliff truncates the W flank. The fresh, unvegetated lava flows that cover the SE and N flanks appear to have been erupted during the past few thousand or few hundred years (McBirney and Williams, 1969).  An eruption of uncertain nature was reported in 1928 (Catalog of Active Volcanoes of the World). "
353080,Marchena,Shield,1991,Ecuador,"The low shield volcano forming Marchena Island contains one of the largest calderas of the Galápagos Islands.  The 6 x 7 km caldera and its outer flanks have been largely buried by a cluster of pyroclastic cones and associated lava flows.  Its first historical eruption occurred in 1991.  Other young lava flows, some of which may be only a few thousand, or even a few hundred years old, filled the caldera and flowed down its outer forested flanks, in some cases to the sea.     ",South America,Galapagos Islands,0.33,-90.47,343,Rift zone / Oceanic crust (< 15 km),Holocene,Eruption Observed,Basalt / Picro-Basalt,4/1/21 8:00,"The low shield volcano forming Marchena Island contains one of the largest calderas of the Galápagos Islands.  The 6 x 7 km caldera and its outer flanks have been largely buried by a cluster of pyroclastic cones and associated lava flows.  Its first historical eruption occurred in 1991.  Other young lava flows, some of which may be only a few thousand, or even a few hundred years old, filled the caldera and flowed down its outer forested flanks, in some cases to the sea.     "
353081,Genovesa,Shield,,Ecuador,"The small, very low island of Genovesa is the top of a shield volcano.  The surface of a summit crater lake is near sea level.  A larger, 2-km-wide excentric caldera on the S side forms an embayment that is filled by Darwin Bay.  Sediment filling Arctulus Lake, a crater in the center of the island, is less than 6000 years old.  Youthful flows erupted from flank fissures cover much of the island and very fresh, glassy spatter has been found (Simkin 1976, pers. comm.).  No historical eruptions are known, although the fresh-looking lava flows suggest a very youthful age.  Basaltic rocks on the island are noted for their abundant coarse plagioclases. ",South America,Galapagos Islands,0.32,-89.958,64,Rift zone / Oceanic crust (< 15 km),Holocene,Evidence Credible,Basalt / Picro-Basalt,4/1/21 8:00,"The small, very low island of Genovesa is the top of a shield volcano.  The surface of a summit crater lake is near sea level.  A larger, 2-km-wide excentric caldera on the S side forms an embayment that is filled by Darwin Bay.  Sediment filling Arctulus Lake, a crater in the center of the island, is less than 6000 years old.  Youthful flows erupted from flank fissures cover much of the island and very fresh, glassy spatter has been found (Simkin 1976, pers. comm.).  No historical eruptions are known, although the fresh-looking lava flows suggest a very youthful age.  Basaltic rocks on the island are noted for their abundant coarse plagioclases. "
353090,Santiago,Shield,1906,Ecuador,"The elongated shield volcano of Santiago Island, also known as San Salvador Island or James Island, is dotted with Holocene pyroclastic cones.  Fresh-looking lava flows from these cones blanket the flanks. The summit ridge, lined with a chain of NW-trending cinder and spatter cones, is located at the NW end of the island.  Prominent flank tuff cones occur at the western and eastern coasts.  The most recent activity has been concentrated at the NW and SE ends of the island.  The spectacular pahoehoe lava flows at James and Sullivan Bays, on opposite ends of the island, were erupted during historical time.  The James Bay flows were dated by fragments of marmalade pots left by buccaneers in 1684 that were subsequently embedded in the lava flows described by Charles Darwin in 1835. ",South America,Galapagos Islands,-0.22,-90.77,920,Rift zone / Oceanic crust (< 15 km),Holocene,Eruption Observed,Basalt / Picro-Basalt,4/1/21 8:00,"The elongated shield volcano of Santiago Island, also known as San Salvador Island or James Island, is dotted with Holocene pyroclastic cones.  Fresh-looking lava flows from these cones blanket the flanks. The summit ridge, lined with a chain of NW-trending cinder and spatter cones, is located at the NW end of the island.  Prominent flank tuff cones occur at the western and eastern coasts.  The most recent activity has been concentrated at the NW and SE ends of the island.  The spectacular pahoehoe lava flows at James and Sullivan Bays, on opposite ends of the island, were erupted during historical time.  The James Bay flows were dated by fragments of marmalade pots left by buccaneers in 1684 that were subsequently embedded in the lava flows described by Charles Darwin in 1835. "
353091,Santa Cruz,Shield,,Ecuador,"The highlands of the broad Santa Cruz shield volcano rise to the N above the Charles Darwin Research Station at Academy Bay.  The oval-shaped, 32 x 40-km-wide island is capped by youthful pit craters and cinder cones with well-preserved craters that largely bury a shallow summit caldera.  Older uplifted submarine lava flows are found on the NE part of the island and at the fault-delimited offshore island of Baltra.  The highland scoria cones are grouped along an E-W belt parallel to recent fault scarps that border Academy Bay.  The youngest lava flows were erupted from vents along the summit fissure and on the N flank.  Their fresh morphology and sparsely vegetated surfaces suggest they may be only a few thousand years old, although their ages are not known precisely.       ",South America,Galapagos Islands,-0.62,-90.33,864,Rift zone / Oceanic crust (< 15 km),Holocene,Evidence Credible,Basalt / Picro-Basalt,4/1/21 8:00,"The highlands of the broad Santa Cruz shield volcano rise to the N above the Charles Darwin Research Station at Academy Bay.  The oval-shaped, 32 x 40-km-wide island is capped by youthful pit craters and cinder cones with well-preserved craters that largely bury a shallow summit caldera.  Older uplifted submarine lava flows are found on the NE part of the island and at the fault-delimited offshore island of Baltra.  The highland scoria cones are grouped along an E-W belt parallel to recent fault scarps that border Academy Bay.  The youngest lava flows were erupted from vents along the summit fissure and on the N flank.  Their fresh morphology and sparsely vegetated surfaces suggest they may be only a few thousand years old, although their ages are not known precisely.       "
353120,San Cristobal,Shield,,Ecuador,"San Cristóbal Island consists of a densely vegetated western part and a lower, younger eastern part with many extremely youthful lava flows.  The SW-side shield volcano morphologically resembles low-angle Hawaiian shields more than the steep-sided shields of Fernandina and Isabela Island.  Most lava flows on the NE part of the island originated from SW-NE-trending fissures.  Young lava flows have reached the sea, where some littoral cones formed.  The latest eruptions were prehistorical in age, but are probably less than 1000 years old.  Kicker Rock, two paired, steep-cliffed islands separated by a narrow cleft, is an eroded remnant of a tuff cone 5 km off the W coast.",South America,Galapagos Islands,-0.88,-89.5,759,Rift zone / Oceanic crust (< 15 km),Holocene,Evidence Credible,Basalt / Picro-Basalt,4/1/21 8:00,"San Cristóbal Island consists of a densely vegetated western part and a lower, younger eastern part with many extremely youthful lava flows.  The SW-side shield volcano morphologically resembles low-angle Hawaiian shields more than the steep-sided shields of Fernandina and Isabela Island.  Most lava flows on the NE part of the island originated from SW-NE-trending fissures.  Young lava flows have reached the sea, where some littoral cones formed.  The latest eruptions were prehistorical in age, but are probably less than 1000 years old.  Kicker Rock, two paired, steep-cliffed islands separated by a narrow cleft, is an eroded remnant of a tuff cone 5 km off the W coast."
354000,Quimsachata,Lava dome,-4450,Peru,"The Quimsachata (Kimsachata) volcano group, the northernmost young volcanoes in Peru, consist of two late-Pleistocene and Holocene monogenetic volcanoes lie at the foot of the Cordillera Oriental in an isolated area far east of the main volcanic front. Quimsachata is a high-potassium andesitic scoria cone surrounded by a compound lava shield that was erupted in flat terrain along  the Vilcanota River about 11,500 years ago. Oroscocha is a rhyolitic lava dome with a short, thick lava flow erupted from a N-S-trending fissure about 6400 years ago.",South America,Peru,-14.176,-71.351,3693,Subduction zone / Continental crust (> 25 km),Holocene,Eruption Dated,Rhyolite,4/1/21 8:00,"The Quimsachata (Kimsachata) volcano group, the northernmost young volcanoes in Peru, consist of two late-Pleistocene and Holocene monogenetic volcanoes lie at the foot of the Cordillera Oriental in an isolated area far east of the main volcanic front. Quimsachata is a high-potassium andesitic scoria cone surrounded by a compound lava shield that was erupted in flat terrain along  the Vilcanota River about 11,500 years ago. Oroscocha is a rhyolitic lava dome with a short, thick lava flow erupted from a N-S-trending fissure about 6400 years ago."
354001,"Auquihuato, Cerro",Pyroclastic cone,,Peru,"A young cinder cone, Cerro Auquihuato, lies about 30 km NE of Sara Sara volcano.  Along with other, older cones, it is perched on an isolated high plateau far from the nearest roads, east of the Río Ocona.  The Cerro Auquihuato cinder cone was constructed along the southern rim of the plateau and fed a pristine lava flow with very prominent levees that traveled southward down a river valley dissecting the margins of the plateau.",South America,Peru,-15.07,-73.18,4980,Subduction zone / Continental crust (> 25 km),Holocene,Evidence Uncertain,No Data (checked),4/1/21 8:00,"A young cinder cone, Cerro Auquihuato, lies about 30 km NE of Sara Sara volcano.  Along with other, older cones, it is perched on an isolated high plateau far from the nearest roads, east of the Río Ocona.  The Cerro Auquihuato cinder cone was constructed along the southern rim of the plateau and fed a pristine lava flow with very prominent levees that traveled southward down a river valley dissecting the margins of the plateau."
354002,Sara Sara,Stratovolcano,,Peru,"Glacier-covered Sara Sara volcano, between Laguna Parinacocha and the Río Ocona, is the westernmost young volcano in Perú. The andesitic stratovolcano was the source of youthful-looking lava flows with prominent levees that traveled about 10 km E into the Río Ocona valley.  ristine lava flows on the upper slopes of the volcano and ash layers in peat deposits at its base suggest a very young, probably Holocene age.",South America,Peru,-15.33,-73.45,5522,Subduction zone / Continental crust (> 25 km),Holocene,Evidence Credible,Andesite / Basaltic Andesite,4/1/21 8:00,"Glacier-covered Sara Sara volcano, between Laguna Parinacocha and the Río Ocona, is the westernmost young volcano in Perú. The andesitic stratovolcano was the source of youthful-looking lava flows with prominent levees that traveled about 10 km E into the Río Ocona valley.  ristine lava flows on the upper slopes of the volcano and ash layers in peat deposits at its base suggest a very young, probably Holocene age."
354003,Coropuna,Stratovolcano,,Peru,"Nevado Coropuna, Peru's highest and largest volcano, is a massive ice-covered volcanic complex with at least a half dozen summit cones scattered over a 12 x 20 km area.  The summit of the andesitic-to-dacitic complex is a cone at the NW end, north of a line of E-W-trending cones. Deep, steep-walled canyons surrounding the volcano give it an impressive topographic relief of more than 4000 m over a horizontal distance of 15 km. Several young Holocene lava flows descend the NE, SE, and W flanks. The age of its latest eruption is not known, but solfataric activity has been reported.",South America,Peru,-15.52,-72.65,6377,Subduction zone / Continental crust (> 25 km),Holocene,Evidence Credible,Andesite / Basaltic Andesite,4/1/21 8:00,"Nevado Coropuna, Peru's highest and largest volcano, is a massive ice-covered volcanic complex with at least a half dozen summit cones scattered over a 12 x 20 km area.  The summit of the andesitic-to-dacitic complex is a cone at the NW end, north of a line of E-W-trending cones. Deep, steep-walled canyons surrounding the volcano give it an impressive topographic relief of more than 4000 m over a horizontal distance of 15 km. Several young Holocene lava flows descend the NE, SE, and W flanks. The age of its latest eruption is not known, but solfataric activity has been reported."
354004,Andahua-Orcopampa,Pyroclastic cone(s),1490,Peru,"The Andahua-Orcopampa volcanic field in the Andahua (or Andagua) valley area, 20 km ENE of Nevados de Coropuna, is a large 60 x 60 km scoria cone and lava field. Known locally as the ""Valley of the Volcanoes,"" the volcanic field lies in a series of deep NNW-SSE-trending, en-echelon valleys: Orcopampa, Andahua, and Ayo. The volcanic field contains extremely youthful dominantly trachyandesitic cinder cones and lava flows that have destroyed buildings and may be only a few hundred years old. The area was reported to have been active during the time of the Incas and to have ""become active again"" in 1913. Lava flows have repeatedly dammed the Río Andagua valley, and an existing small lake was impounded by the youngest lavas.",South America,Peru,-15.42,-72.33,4713,Subduction zone / Continental crust (> 25 km),Holocene,Eruption Dated,Trachyandesite / Basaltic Trachyandesite,4/1/21 8:00,"The Andahua-Orcopampa volcanic field in the Andahua (or Andagua) valley area, 20 km ENE of Nevados de Coropuna, is a large 60 x 60 km scoria cone and lava field. Known locally as the ""Valley of the Volcanoes,"" the volcanic field lies in a series of deep NNW-SSE-trending, en-echelon valleys: Orcopampa, Andahua, and Ayo. The volcanic field contains extremely youthful dominantly trachyandesitic cinder cones and lava flows that have destroyed buildings and may be only a few hundred years old. The area was reported to have been active during the time of the Incas and to have ""become active again"" in 1913. Lava flows have repeatedly dammed the Río Andagua valley, and an existing small lake was impounded by the youngest lavas."
354005,Huambo,Volcanic field,-700,Peru,"The monogenetic Huambo volcanic field lies SSE of the Andahua-Orcocampo volcanic field, west of Sabancaya volcano.  The field is divided into two segments.  The southern area contains several cinder cones and associated lava flows, some of which are inferred to be of early to late-Holocene age on the basis of morphological criteria.  The northern part contains a single vent, the Cerro Keyocc cinder cone, which produced an extensive lava field that blanketed a plateau to the west during an eruption radiocarbon dated at about 2650 years ago.  ",South America,Peru,-15.83,-72.13,4550,Subduction zone / Continental crust (> 25 km),Holocene,Eruption Dated,Trachyandesite / Basaltic Trachyandesite,4/1/21 8:00,"The monogenetic Huambo volcanic field lies SSE of the Andahua-Orcocampo volcanic field, west of Sabancaya volcano.  The field is divided into two segments.  The southern area contains several cinder cones and associated lava flows, some of which are inferred to be of early to late-Holocene age on the basis of morphological criteria.  The northern part contains a single vent, the Cerro Keyocc cinder cone, which produced an extensive lava field that blanketed a plateau to the west during an eruption radiocarbon dated at about 2650 years ago.  "
354006,Sabancaya,Stratovolcano(es),2021,Peru,"Sabancaya, located in the saddle NE of Ampato and SE of Hualca Hualca volcanoes, is the youngest of these volcanic centers and the only one to have erupted in historical time. The oldest of the three, Nevado Hualca Hualca, is of probable late-Pliocene to early Pleistocene age. The name Sabancaya (meaning ""tongue of fire"" in the Quechua language) first appeared in records in 1595 CE, suggesting activity prior to that date. Holocene activity has consisted of Plinian eruptions followed by emission of voluminous andesitic and dacitic lava flows, which form an extensive apron around the volcano on all sides but the south. Records of historical eruptions date back to 1750.",South America,Peru,-15.787,-71.857,5960,Subduction zone / Continental crust (> 25 km),Holocene,Eruption Observed,Andesite / Basaltic Andesite,4/1/21 8:00,"Sabancaya, located in the saddle NE of Ampato and SE of Hualca Hualca volcanoes, is the youngest of these volcanic centers and the only one to have erupted in historical time. The oldest of the three, Nevado Hualca Hualca, is of probable late-Pliocene to early Pleistocene age. The name Sabancaya (meaning ""tongue of fire"" in the Quechua language) first appeared in records in 1595 CE, suggesting activity prior to that date. Holocene activity has consisted of Plinian eruptions followed by emission of voluminous andesitic and dacitic lava flows, which form an extensive apron around the volcano on all sides but the south. Records of historical eruptions date back to 1750."
354007,"Chachani, Nevado",Stratovolcano,,Peru,"The andesitic-dacitic Nevado de Chachani volcanic complex, located immediately north of Arequipa, consists of a 320 km2 group of Pleistocene lava domes, a stratovolcano complex, and a flank shield volcano. The central Nevado Chachani complex contains multiple vents along an arcuate line, including a well-defined summit crater at the western end. Two early Pleistocene ignimbrites were erupted from now-buried vents of older edifices. Thin lava flows from Chachani volcano overlie glacial moraines. Pleistocene lava domes form the northern end of the complex. The 8-km-wide, late Pleistocene to possibly Holocene lava shield of Pampa de Palacio on the SW side produced a well-preserved lava flow field that represents the youngest products of the complex.",South America,Peru,-16.191,-71.53,6057,Subduction zone / Continental crust (> 25 km),Holocene,Evidence Uncertain,Andesite / Basaltic Andesite,4/1/21 8:00,"The andesitic-dacitic Nevado de Chachani volcanic complex, located immediately north of Arequipa, consists of a 320 km2 group of Pleistocene lava domes, a stratovolcano complex, and a flank shield volcano. The central Nevado Chachani complex contains multiple vents along an arcuate line, including a well-defined summit crater at the western end. Two early Pleistocene ignimbrites were erupted from now-buried vents of older edifices. Thin lava flows from Chachani volcano overlie glacial moraines. Pleistocene lava domes form the northern end of the complex. The 8-km-wide, late Pleistocene to possibly Holocene lava shield of Pampa de Palacio on the SW side produced a well-preserved lava flow field that represents the youngest products of the complex."
354008,"Nicholson, Cerro",Pyroclastic cone,,Peru,"Cerro Nicholson, a small isolated scoria cone, was constructed on a plain WSW of Chachani volcano and WNW of El Misti volcano. Andesitic bombs surround the crater of this relatively young volcanic feature that displays a well-preserved crater at the summit of the scoria cone and has a morphology similar to the Holocene Andahua scoria cones farther to the north. Cerro Nicholson was erupted through a 1.65-million-year-old Arequipa Airport Ignimbrite deposit erupted from a now-buried site beneath the Chachani volcanic complex.",South America,Peru,-16.261,-71.754,2525,Subduction zone / Continental crust (> 25 km),Holocene,Evidence Credible,Andesite / Basaltic Andesite,4/1/21 8:00,"Cerro Nicholson, a small isolated scoria cone, was constructed on a plain WSW of Chachani volcano and WNW of El Misti volcano. Andesitic bombs surround the crater of this relatively young volcanic feature that displays a well-preserved crater at the summit of the scoria cone and has a morphology similar to the Holocene Andahua scoria cones farther to the north. Cerro Nicholson was erupted through a 1.65-million-year-old Arequipa Airport Ignimbrite deposit erupted from a now-buried site beneath the Chachani volcanic complex."
354010,"Misti, El",Stratovolcano,1985,Peru,"El Misti is a symmetrical andesitic stratovolcano with nested summit craters that towers above the city of Arequipa, Peru. The modern symmetrical cone, constructed within a small 1.5 x 2 km wide summit caldera that formed between about 13,700 and 11,300 years ago, caps older Pleistocene volcanoes that underwent caldera collapse about 50,000 years ago. A large scoria cone has grown with the 830-m-wide outer summit crater. At least 20 tephra-fall deposits and numerous pyroclastic-flow deposits have been documented during the past 50,000 years, including a pyroclastic flow that traveled 12 km to the south about 2000 years ago. The most recent activity has been dominantly pyroclastic, and strong winds have formed a parabolic dune field of volcanic ash extending up to 20 km downwind. An eruption in the 15th century affected nearby Inca inhabitants. Some reports of historical eruptions may represent increased fumarolic activity.",South America,Peru,-16.294,-71.409,5822,Subduction zone / Continental crust (> 25 km),Holocene,Eruption Observed,Andesite / Basaltic Andesite,4/1/21 8:00,"El Misti is a symmetrical andesitic stratovolcano with nested summit craters that towers above the city of Arequipa, Peru. The modern symmetrical cone, constructed within a small 1.5 x 2 km wide summit caldera that formed between about 13,700 and 11,300 years ago, caps older Pleistocene volcanoes that underwent caldera collapse about 50,000 years ago. A large scoria cone has grown with the 830-m-wide outer summit crater. At least 20 tephra-fall deposits and numerous pyroclastic-flow deposits have been documented during the past 50,000 years, including a pyroclastic flow that traveled 12 km to the south about 2000 years ago. The most recent activity has been dominantly pyroclastic, and strong winds have formed a parabolic dune field of volcanic ash extending up to 20 km downwind. An eruption in the 15th century affected nearby Inca inhabitants. Some reports of historical eruptions may represent increased fumarolic activity."
354020,Ubinas,Stratovolcano,2019,Peru,"A small, 1.4-km-wide caldera cuts the top of Ubinas, Perú's most active volcano, giving it a truncated appearance. It is the northernmost of three young volcanoes located along a regional structural lineament about 50 km behind the main volcanic front. The growth and destruction of Ubinas I was followed by construction of Ubinas II beginning in the mid-Pleistocene. The upper slopes of the andesitic-to-rhyolitic Ubinas II stratovolcano are composed primarily of andesitic and trachyandesitic lava flows and steepen to nearly 45 degrees. The steep-walled, 150-m-deep summit caldera contains an ash cone with a 500-m-wide funnel-shaped vent that is 200 m deep. Debris-avalanche deposits from the collapse of the SE flank about 3,700 years ago extend 10 km from the volcano. Widespread Plinian pumice-fall deposits include one of Holocene age about 1,000 years ago. Holocene lava flows are visible on the flanks, but historical activity, documented since the 16th century, has consisted of intermittent minor-to-moderate explosive eruptions.",South America,Peru,-16.355,-70.903,5672,Subduction zone / Continental crust (> 25 km),Holocene,Eruption Observed,Andesite / Basaltic Andesite,4/1/21 8:00,"A small, 1.4-km-wide caldera cuts the top of Ubinas, Perú's most active volcano, giving it a truncated appearance. It is the northernmost of three young volcanoes located along a regional structural lineament about 50 km behind the main volcanic front. The growth and destruction of Ubinas I was followed by construction of Ubinas II beginning in the mid-Pleistocene. The upper slopes of the andesitic-to-rhyolitic Ubinas II stratovolcano are composed primarily of andesitic and trachyandesitic lava flows and steepen to nearly 45 degrees. The steep-walled, 150-m-deep summit caldera contains an ash cone with a 500-m-wide funnel-shaped vent that is 200 m deep. Debris-avalanche deposits from the collapse of the SE flank about 3,700 years ago extend 10 km from the volcano. Widespread Plinian pumice-fall deposits include one of Holocene age about 1,000 years ago. Holocene lava flows are visible on the flanks, but historical activity, documented since the 16th century, has consisted of intermittent minor-to-moderate explosive eruptions."
